Latitude,Longitude,Date,Tmax,Tmin,fileName
40.8312302992248,37.7029479551799,2009-01-01,-2.7142395019531,-10.0983489990234,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-02,-3.26756896972654,-10.9672149658203,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-03,2.05697021484377,-7.16133728027341,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-04,2.05005798339846,-1.4387268066406,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-05,6.89519653320315,0.742410278320335,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-06,3.46627197265627,0.0942321777343977,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-07,-0.25786437988279,-4.61604919433591,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-08,3.47062072753909,-7.21840515136716,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-09,-2.99736633300779,-10.6021331787109,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-10,-0.995077514648415,-11.9428466796875,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-11,-2.28449096679685,-11.1135925292969,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-12,-0.73100891113279,-8.7021545410156,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-13,3.53122863769534,-10.5130218505859,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-14,3.90377197265627,-9.9865783691406,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-15,7.87288818359377,-5.83894958496091,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-16,10.388558959961,-4.17911376953123,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-17,7.41828308105471,-1.10057678222654,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-18,1.45450744628909,-5.45482482910154,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-19,6.71297607421877,-5.4671691894531,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-20,7.19764099121096,-4.44367065429685,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-21,7.47940979003909,-5.35170593261716,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-22,7.87281188964846,-5.96260681152341,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-23,7.38295898437502,-3.46016540527341,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-24,7.47474060058596,1.6783386230469,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-25,6.49910888671877,2.51856384277346,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-26,6.4929138183594,3.1890808105469,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-27,10.0185485839844,1.04741821289065,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-28,7.66684875488284,0.29071960449221,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-29,10.7007843017578,1.39629516601565,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-30,8.10334167480471,1.11721191406252,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-01-31,4.67002258300784,0.735101318359398,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-01,2.33318481445315,-0.0592407226562273,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-02,5.04192504882815,-1.81345214843748,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-03,6.66187438964846,-2.22818603515623,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-04,10.1141296386719,0.615762329101585,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-05,12.3532348632813,4.94976196289065,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-06,11.3683410644531,3.2337585449219,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-07,12.8256774902344,3.25824890136721,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-08,13.8693176269531,5.74102172851565,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-09,13.2109313964844,7.90471801757815,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-10,9.07680664062502,2.00673828125002,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-11,8.4903503417969,1.18668518066409,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-12,12.4789520263672,2.12337646484377,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-13,14.2226348876953,6.59662780761721,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-14,14.6074157714844,5.19391784667971,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-15,14.4268280029297,2.97976074218752,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-16,3.44341430664065,-1.83247985839841,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-17,-0.92278137207029,-10.3196624755859,40.8312302992248_37.7029479551799
40.8312302992248,37.7029479551799,2009-02-18,3.5018249511719,-9.50963439941404,40.8312302992248_37.7029479551799
