Latitude,Longitude,Date,Tmin,Tmax,fileName
44.7498605474796,22.1498603023759,2011-01-01,-9.87999977916479,-0.88999998010695,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-02,-7.10999984107912,0.229999994859099,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-03,-6.74999984912574,-4.33999990299344,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-04,-9.59999978542328,-4.10999990813434,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-05,-11.0999997518957,-2.84999993629754,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-06,-6.7199998497963,-1.5499999653548,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-07,-3.71999991685152,0.689999984577298,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-08,-1.19999997317791,5.51999987661839,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-09,1.00999997742474,8.99999979883432,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-10,-1.3799999691546,7.04999984242022,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-11,0.569999987259507,2.9299999345094,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-12,2.28999994881451,3.9599999114871,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-13,1.17999997362494,4.51999989897013,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-14,3.17999992892146,9.78999978117645,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-15,2.59999994188547,9.66999978385866,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-16,3.01999993249774,10.5099997650832,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-17,-0.939999978989363,8.8399998024106,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-18,-0.199999995529652,5.739999871701,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-19,-0.869999980553985,1.52999996580184,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-20,-2.25999994948506,-1.23999997228384,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-21,-3.46999992243946,-2.6399999409914,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-22,-3.34999992512167,-3.70999991707504,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-23,-5.75999987125397,-3.60999991931021,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-24,-5.5699998755008,-3.19999992847443,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-25,-9.94999977760017,-4.02999990992248,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-26,-12.5999997183681,-4.45999990031123,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-27,-8.29999981448054,-2.6399999409914,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-28,-9.9299997780472,-4.42999990098178,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-29,-8.02999982051551,-2.28999994881451,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-30,-13.5299996975809,-0.899999979883432,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-01-31,-13.0599997080863,-2.81999993696809,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-01,-12.7999997138977,-4.40999990142882,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-02,-13.9899996872991,-4.53999989852309,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-03,-12.369999723509,-6.11999986320734,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-04,-11.2299997489899,-3.59999991953373,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-05,-7.62999982945621,5.43999987840652,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-06,-2.44999994523823,8.34999981336296,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-07,0.00999999977648258,11.2299997489899,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-08,-3.24999992735684,12.9199997112155,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-09,-2.85999993607402,7.01999984309077,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-10,-5.46999987773597,5.5699998755008,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-11,-6.31999985873699,6.57999985292554,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-12,-2.39999994635582,5.30999988131225,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-13,-9.08999979682267,2.37999994680285,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-14,-3.31999992579222,0.849999981001019,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-15,-5.67999987304211,-1.55999996513128,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-16,-5.63999987393618,-3.17999992892146,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-17,-4.56999989785254,-0.939999978989363,44.7498605474796_22.1498603023759
44.7498605474796,22.1498603023759,2011-02-18,-2.90999993495643,0.249999994412065,44.7498605474796_22.1498603023759
