orchard_id,latitude,longitude,evi,year,doy,Municipality
X12,41.10728836,36.68497849,0.2637,2014,305,Samsun
X12,41.10728836,36.68497849,0.2545,2014,321,Samsun
X12,41.10728836,36.68497849,0.1996,2014,337,Samsun
X12,41.10728836,36.68497849,0.2542,2014,353,Samsun
X12,41.10728836,36.68497849,0.256,2015,1,Samsun
X12,41.10728836,36.68497849,0.2419,2015,17,Samsun
X12,41.10728836,36.68497849,0.2144,2015,33,Samsun
X12,41.10728836,36.68497849,0.2369,2015,49,Samsun
X12,41.10728836,36.68497849,0.2602,2015,65,Samsun
X12,41.10728836,36.68497849,0.2813,2015,81,Samsun
X12,41.10728836,36.68497849,0.4532,2015,97,Samsun
X12,41.10728836,36.68497849,0.4787,2015,113,Samsun
X12,41.10728836,36.68497849,0.6593,2015,129,Samsun
X12,41.10728836,36.68497849,0.689,2015,145,Samsun
X12,41.10728836,36.68497849,0.6899,2015,161,Samsun
X12,41.10728836,36.68497849,0.6755,2015,177,Samsun
X12,41.10728836,36.68497849,0.5194,2015,193,Samsun
X12,41.10728836,36.68497849,0.5659,2015,209,Samsun
X12,41.10728836,36.68497849,0.5698,2015,225,Samsun
X12,41.10728836,36.68497849,0.4867,2015,241,Samsun
X12,41.10728836,36.68497849,0.4485,2015,257,Samsun
X12,41.10728836,36.68497849,0.4257,2015,273,Samsun
X12,41.10728836,36.68497849,0.4042,2015,289,Samsun
X12,41.10728836,36.68497849,0.2948,2015,305,Samsun
X12,41.10728836,36.68497849,0.2786,2015,321,Samsun
X12,41.10728836,36.68497849,0.2513,2015,337,Samsun
X12,41.10728836,36.68497849,0.2576,2015,353,Samsun
X12,41.10728836,36.68497849,0.2483,2016,1,Samsun
X12,41.10728836,36.68497849,0.0744,2016,17,Samsun
X12,41.10728836,36.68497849,0.2274,2016,33,Samsun
X12,41.10728836,36.68497849,0.2859,2016,49,Samsun
X12,41.10728836,36.68497849,0.4173,2016,65,Samsun
X12,41.10728836,36.68497849,0.5177,2016,81,Samsun
X12,41.10728836,36.68497849,0.5256,2016,97,Samsun
X12,41.10728836,36.68497849,0.6571,2016,113,Samsun
X12,41.10728836,36.68497849,0.6776,2016,129,Samsun
X12,41.10728836,36.68497849,0.7066,2016,145,Samsun
X12,41.10728836,36.68497849,0.644,2016,161,Samsun
X12,41.10728836,36.68497849,0.6451,2016,177,Samsun
X12,41.10728836,36.68497849,0.5245,2016,193,Samsun
X12,41.10728836,36.68497849,0.6042,2016,209,Samsun
X12,41.10728836,36.68497849,0.484,2016,225,Samsun
X12,41.10728836,36.68497849,0.4579,2016,241,Samsun
X12,41.10728836,36.68497849,0.4453,2016,257,Samsun
X12,41.10728836,36.68497849,0.3742,2016,273,Samsun
X12,41.10728836,36.68497849,0.3528,2016,289,Samsun
X12,41.10728836,36.68497849,0.3577,2016,305,Samsun
X12,41.10728836,36.68497849,0.2824,2016,321,Samsun
X12,41.10728836,36.68497849,0.2779,2016,337,Samsun
X12,41.10728836,36.68497849,0.3421,2016,353,Samsun
X12,41.10728836,36.68497849,0.2228,2017,1,Samsun
X12,41.10728836,36.68497849,0.2385,2017,17,Samsun
X12,41.10728836,36.68497849,0.0781,2017,33,Samsun
X12,41.10728836,36.68497849,0.2371,2017,49,Samsun
X12,41.10728836,36.68497849,0.2623,2017,65,Samsun
X12,41.10728836,36.68497849,0.3787,2017,81,Samsun
X12,41.10728836,36.68497849,0.5584,2017,97,Samsun
X12,41.10728836,36.68497849,0.637,2017,113,Samsun
X12,41.10728836,36.68497849,0.6572,2017,129,Samsun
X12,41.10728836,36.68497849,0.6293,2017,145,Samsun
X12,41.10728836,36.68497849,0.5814,2017,161,Samsun
X12,41.10728836,36.68497849,0.6869,2017,177,Samsun
X12,41.10728836,36.68497849,0.5936,2017,193,Samsun
X12,41.10728836,36.68497849,0.4976,2017,209,Samsun
X12,41.10728836,36.68497849,0.4669,2017,225,Samsun
X12,41.10728836,36.68497849,0.4568,2017,241,Samsun
X12,41.10728836,36.68497849,0.3904,2017,257,Samsun
X12,41.10728836,36.68497849,0.4074,2017,273,Samsun
X12,41.10728836,36.68497849,0.3317,2017,289,Samsun
X12,41.10728836,36.68497849,0.3084,2017,305,Samsun
X12,41.10728836,36.68497849,0.2715,2017,321,Samsun
X12,41.10728836,36.68497849,0.2656,2017,337,Samsun
X12,41.10728836,36.68497849,0.2616,2017,353,Samsun
X12,41.10728836,36.68497849,0.2889,2018,1,Samsun
X12,41.10728836,36.68497849,0.1628,2018,17,Samsun
X12,41.10728836,36.68497849,0.2413,2018,33,Samsun
X12,41.10728836,36.68497849,0.1601,2018,49,Samsun
X12,41.10728836,36.68497849,0.3712,2018,65,Samsun
X12,41.10728836,36.68497849,0.5472,2018,81,Samsun
X12,41.10728836,36.68497849,0.5806,2018,97,Samsun
X12,41.10728836,36.68497849,0.6271,2018,113,Samsun
X12,41.10728836,36.68497849,0.6692,2018,129,Samsun
X12,41.10728836,36.68497849,0.6023,2018,145,Samsun
X12,41.10728836,36.68497849,0.5902,2018,161,Samsun
X12,41.10728836,36.68497849,0.583,2018,177,Samsun
X12,41.10728836,36.68497849,0.5796,2018,193,Samsun
X12,41.10728836,36.68497849,0.5544,2018,209,Samsun
X12,41.10728836,36.68497849,0.5396,2018,225,Samsun
X12,41.10728836,36.68497849,0.5689,2018,241,Samsun
X12,41.10728836,36.68497849,0.4531,2018,257,Samsun
X12,41.10728836,36.68497849,0.4265,2018,273,Samsun
X12,41.10728836,36.68497849,0.3292,2018,289,Samsun
X12,41.10728836,36.68497849,0.3337,2018,305,Samsun
X12,41.10728836,36.68497849,0.3274,2018,321,Samsun
X12,41.10728836,36.68497849,0.2794,2018,337,Samsun
X12,41.10728836,36.68497849,0.2575,2018,353,Samsun
X12,41.10728836,36.68497849,0.0326,2019,1,Samsun
X12,41.10728836,36.68497849,0.2648,2019,17,Samsun
X12,41.10728836,36.68497849,0.2499,2019,33,Samsun
X12,41.10728836,36.68497849,0.2293,2019,49,Samsun
X12,41.10728836,36.68497849,0.2695,2019,65,Samsun
X12,41.10728836,36.68497849,0.3656,2019,81,Samsun
X12,41.10728836,36.68497849,0.4916,2019,97,Samsun
X12,41.10728836,36.68497849,0.5641,2019,113,Samsun
X12,41.10728836,36.68497849,0.7171,2019,129,Samsun
X12,41.10728836,36.68497849,0.6861,2019,145,Samsun
X12,41.10728836,36.68497849,0.5148,2019,161,Samsun
X12,41.10728836,36.68497849,0.636,2019,177,Samsun
X12,41.10728836,36.68497849,0.6286,2019,193,Samsun
X12,41.10728836,36.68497849,0.6457,2019,209,Samsun
X12,41.10728836,36.68497849,0.5526,2019,225,Samsun
X12,41.10728836,36.68497849,0.597,2019,241,Samsun
X12,41.10728836,36.68497849,0.4232,2019,257,Samsun
X12,41.10728836,36.68497849,0.4605,2019,273,Samsun
X12,41.10728836,36.68497849,0.3532,2019,289,Samsun
X12,41.10728836,36.68497849,0.2867,2019,305,Samsun
X12,41.10728836,36.68497849,0.2917,2019,321,Samsun
X12,41.10728836,36.68497849,0.2462,2019,337,Samsun
X12,41.10728836,36.68497849,0.2638,2019,353,Samsun
X12,41.10728836,36.68497849,0.2371,2020,1,Samsun
X12,41.10728836,36.68497849,0.2437,2020,17,Samsun
X12,41.10728836,36.68497849,0.23,2020,33,Samsun
X12,41.10728836,36.68497849,0.2477,2020,49,Samsun
X12,41.10728836,36.68497849,0.2796,2020,65,Samsun
X12,41.10728836,36.68497849,0.3548,2020,81,Samsun
X12,41.10728836,36.68497849,0.5093,2020,97,Samsun
X12,41.10728836,36.68497849,0.5199,2020,113,Samsun
X12,41.10728836,36.68497849,0.586,2020,129,Samsun
X12,41.10728836,36.68497849,0.5952,2020,145,Samsun
X12,41.10728836,36.68497849,0.5799,2020,161,Samsun
X12,41.10728836,36.68497849,0.6952,2020,177,Samsun
X12,41.10728836,36.68497849,0.6834,2020,193,Samsun
X12,41.10728836,36.68497849,0.5665,2020,209,Samsun
X12,41.10728836,36.68497849,0.5592,2020,225,Samsun
X12,41.10728836,36.68497849,0.476,2020,241,Samsun
X12,41.10728836,36.68497849,0.4592,2020,257,Samsun
X12,41.10728836,36.68497849,0.4375,2020,273,Samsun
X12,41.10728836,36.68497849,0.3573,2020,289,Samsun
X12,41.10728836,36.68497849,0.3148,2020,305,Samsun
X12,41.10728836,36.68497849,0.2694,2020,321,Samsun
X12,41.10728836,36.68497849,0.2844,2020,337,Samsun
X12,41.10728836,36.68497849,0.2165,2020,353,Samsun
X12,41.10728836,36.68497849,0.2664,2021,1,Samsun
X12,41.10728836,36.68497849,0.2176,2021,17,Samsun
X12,41.10728836,36.68497849,0.242,2021,33,Samsun
X12,41.10728836,36.68497849,0.2636,2021,49,Samsun
X12,41.10728836,36.68497849,0.2574,2021,65,Samsun
X12,41.10728836,36.68497849,0.3428,2021,81,Samsun
X12,41.10728836,36.68497849,0.4697,2021,97,Samsun
X12,41.10728836,36.68497849,0.6101,2021,113,Samsun
X12,41.10728836,36.68497849,0.6433,2021,129,Samsun
X12,41.10728836,36.68497849,0.5845,2021,145,Samsun
X12,41.10728836,36.68497849,0.7089,2021,161,Samsun
X12,41.10728836,36.68497849,0.613,2021,177,Samsun
X12,41.10728836,36.68497849,0.609,2021,193,Samsun
X12,41.10728836,36.68497849,0.562,2021,209,Samsun
X12,41.10728836,36.68497849,0.4935,2021,225,Samsun
X12,41.10728836,36.68497849,0.4878,2021,241,Samsun
X12,41.10728836,36.68497849,0.4705,2021,257,Samsun
X12,41.10728836,36.68497849,0.4722,2021,273,Samsun
X12,41.10728836,36.68497849,0.3827,2021,289,Samsun
X12,41.10728836,36.68497849,0.3394,2021,305,Samsun
X12,41.10728836,36.68497849,0.2681,2021,321,Samsun
X12,41.10728836,36.68497849,0.2516,2021,337,Samsun
X12,41.10728836,36.68497849,0.273,2021,353,Samsun
X12,41.10728836,36.68497849,0.2147,2022,1,Samsun
X12,41.10728836,36.68497849,0.2773,2022,17,Samsun
X12,41.10728836,36.68497849,0.2452,2022,33,Samsun
X12,41.10728836,36.68497849,0.2722,2022,49,Samsun
X12,41.10728836,36.68497849,0.2089,2022,65,Samsun
X12,41.10728836,36.68497849,0.2577,2022,81,Samsun
X12,41.10728836,36.68497849,0.4632,2022,97,Samsun
X12,41.10728836,36.68497849,0.4454,2022,113,Samsun
X12,41.10728836,36.68497849,0.6697,2022,129,Samsun
X12,41.10728836,36.68497849,0.6455,2022,145,Samsun
X12,41.10728836,36.68497849,0.5271,2022,161,Samsun
X12,41.10728836,36.68497849,0.6661,2022,177,Samsun
X12,41.10728836,36.68497849,0.548,2022,193,Samsun
X12,41.10728836,36.68497849,0.5072,2022,209,Samsun
X12,41.10728836,36.68497849,0.5202,2022,225,Samsun
X12,41.10728836,36.68497849,0.43120000000000003,2022,241,Samsun
X12,41.10728836,36.68497849,0.4609,2022,257,Samsun
X12,41.10728836,36.68497849,0.4029,2022,273,Samsun
X12,41.10728836,36.68497849,0.3609,2022,289,Samsun
X12,41.10728836,36.68497849,0.37,2022,305,Samsun
X12,41.10728836,36.68497849,0.3378,2022,321,Samsun
X12,41.10728836,36.68497849,0.2846,2022,337,Samsun
X12,41.10728836,36.68497849,0.2555,2022,353,Samsun
X12,41.10728836,36.68497849,0.2393,2023,1,Samsun
X12,41.10728836,36.68497849,0.2405,2023,17,Samsun
X12,41.10728836,36.68497849,0.2878,2023,33,Samsun
