Latitude,Longitude,Date,Tmin,Tmax,fileName
45.2498605458953,26.4498602851736,2011-01-01,-12.4599997214973,-2.78999993763864,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-02,-11.2199997492135,-0.96999997831881,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-03,-6.06999986432493,-2.55999994277954,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-04,-15.2599996589124,-3.47999992221594,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-05,-14.6799996718764,-6.77999984845519,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-06,-12.7299997154623,-4.51999989897013,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-07,-8.98999979905784,-3.24999992735684,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-08,-7.0599998421967,-0.859999980777502,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-09,-2.94999993406236,3.57999991998076,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-10,-2.11999995261431,3.00999993272126,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-11,1.15999997407198,3.04999993182719,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-12,0.839999981224537,3.71999991685152,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-13,-1.80999995954335,2.59999994188547,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-14,-1.80999995954335,4.27999990433455,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-15,0.399999991059303,9.57999978587031,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-16,0.389999991282821,7.70999982766807,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-17,-2.59999994188547,6.78999984823167,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-18,-2.65999994054437,5.1099998857826,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-19,-1.09999997541308,1.43999996781349,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-20,-1.27999997138977,1.35999996960163,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-21,-0.939999978989363,1.59999996423721,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-22,-2.72999993897974,0.159999996423721,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-23,-6.33999985828996,-2.06999995373189,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-24,-8.65999980643392,-0.61999998614192,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-25,-12.4399997219443,-3.16999992914498,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-26,-19.4699995648116,-6.70999985001981,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-27,-13.5999996960163,-7.01999984309077,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-28,-11.7299997378141,-3.52999992109835,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-29,-12.4199997223914,-0.0799999982118607,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-30,-16.5899996291846,-4.86999989114702,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-01-31,-16.8099996242672,-1.46999996714294,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-02-01,-14.919999666512,-3.46999992243946,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-02-02,-14.5699996743351,-2.80999993719161,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-02-03,-14.7399996705353,-3.44999992288649,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-02-04,-13.1899997051805,-1.11999997496605,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-02-05,-8.71999980509281,5.58999987505376,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-02-06,0.0499999988824129,8.84999980218709,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-02-07,-1.33999997004867,11.3899997454137,45.2498605458953_26.4498602851736
45.2498605458953,26.4498602851736,2011-02-08,-3.58999991975725,10.2299997713417,45.2498605458953_26.4498602851736
